InvoiceID,Date,Region,State,City,Distributor,RetailerType,Product,Category,UnitsSold,UnitPrice,DiscountPct,Revenue,ReturnPct,SalesRep,CustomerType,CustomerID
INV005738,2023-07-31,West,Gujarat,Ahmedabad,Distributor_1,Supermarket,Tropicana Mixed Fruit 1L,Juice,16,116.7,5,1773.79,1,Rep_10,Returning,4855
INV010236,2023-07-31,South,Tamil Nadu,Chennai,Distributor_2,Kirana,Mirinda 500ml,Beverage,69,28.65,2,1937.08,2,Rep_13,New,4288
INV009407,2023-07-31,South,Telangana,Hyderabad,Distributor_1,Kirana,Tropicana Orange 1L,Juice,38,111.35,0,4231.38,2,Rep_2,New,3318
INV003218,2023-07-31,North,Haryana,Gurugram,Distributor_11,Kirana,Tropicana Mixed Fruit 1L,Juice,56,109.52,2,6010.21,1,Rep_17,Returning,3623
INV004290,2023-07-31,West,Rajasthan,Jaipur,Distributor_4,Kirana,7UP 500ml,Beverage,175,30.43,5,5059.3,0,Rep_9,Returning,2531
INV004615,2023-07-31,East,West Bengal,Siliguri,Distributor_10,Supermarket,Tropicana Mixed Fruit 1L,Juice,56,112.83,10,5686.55,0,Rep_7,New,1887
INV006654,2023-08-01,East,Bihar,Patna,Distributor_6,HoReCa,Kurkure Masala 55g,Snack,171,20.16,0,3447.52,1,Rep_19,New,3035
INV003691,2023-08-01,South,Telangana,Warangal,Distributor_2,HoReCa,Pepsi 500ml,Beverage,198,34.61,10,6167.25,0,Rep_6,New,2883
INV011636,2023-08-01,East,West Bengal,Siliguri,Distributor_12,Supermarket,7UP 500ml,Beverage,135,28.79,0,3887.12,0,Rep_7,New,4975
INV003258,2023-08-01,East,Odisha,Cuttack,Distributor_12,Supermarket,Pepsi 1.25L,Beverage,32,67.31,10,1938.44,0,Rep_11,New,1923
INV002744,2023-08-01,East,Bihar,Gaya,Distributor_7,Hypermarket,Tropicana Mixed Fruit 1L,Juice,14,115.16,0,1612.18,1,Rep_8,New,4443
INV011116,2023-08-01,West,Gujarat,Surat,Distributor_1,Hypermarket,Mirinda 500ml,Beverage,160,30.67,10,4416.47,0,Rep_4,New,2786
INV009179,2023-08-01,West,Maharashtra,Nagpur,Distributor_9,Hypermarket,Lays Classic 52g,Snack,157,20.42,5,3045.87,0,Rep_18,Returning,3694
INV004623,2023-08-01,West,Maharashtra,Nagpur,Distributor_11,Hypermarket,Pepsi 500ml,Beverage,72,33.32,2,2351.21,0,Rep_20,Returning,4882
INV001744,2023-08-01,West,Madhya Pradesh,Indore,Distributor_8,Supermarket,Quaker Oats 1kg,Grocery,22,172.23,2,3713.34,0,Rep_6,Returning,4984
INV010579,2023-08-01,North,Haryana,Gurugram,Distributor_2,Kirana,Quaker Oats 1kg,Grocery,60,182.29,0,10937.56,0,Rep_15,Returning,2924
INV000377,2023-08-01,North,Uttar Pradesh,Noida,Distributor_7,Kirana,7UP 500ml,Beverage,88,31.11,10,2464.05,0,Rep_8,Returning,2219
INV001136,2023-08-01,South,Karnataka,Mysuru,Distributor_7,HoReCa,Lays Masala 52g,Snack,142,19.43,10,2483.27,0,Rep_20,Returning,2821
INV002416,2023-08-01,South,Tamil Nadu,Madurai,Distributor_13,Hypermarket,Kurkure Masala 55g,Snack,131,19.46,0,2548.66,0,Rep_19,Returning,1308
INV006354,2023-08-01,East,Bihar,Patna,Distributor_7,Supermarket,Kurkure Masala 55g,Snack,248,20.01,5,4714.66,5,Rep_16,New,3609
INV005625,2023-08-01,South,Tamil Nadu,Madurai,Distributor_9,Hypermarket,Tropicana Mixed Fruit 1L,Juice,10,115.36,15,980.58,1,Rep_6,New,1381
INV009423,2023-08-01,South,Karnataka,Mysuru,Distributor_1,Kirana,Mirinda 500ml,Beverage,72,29.68,0,2137.28,0,Rep_8,Returning,2184
INV004889,2023-08-01,West,Madhya Pradesh,Indore,Distributor_5,HoReCa,Pepsi 1.25L,Beverage,190,68.26,10,11673.22,0,Rep_5,Returning,3857
INV009657,2023-08-01,East,West Bengal,Kolkata,Distributor_11,Kirana,Tropicana Orange 1L,Juice,50,115.18,5,5470.83,0,Rep_11,New,4316
INV009647,2023-08-01,South,Tamil Nadu,Coimbatore,Distributor_7,Hypermarket,Quaker Oats 1kg,Grocery,7,185.44,0,1298.11,1,Rep_13,New,2769
INV010277,2023-08-01,West,Rajasthan,Jaipur,Distributor_9,Kirana,Lays Masala 52g,Snack,167,19.62,2,3210.42,3,Rep_19,Returning,3614
INV002658,2023-08-02,West,Gujarat,Vadodara,Distributor_8,Supermarket,Quaker Oats 1kg,Grocery,14,183.9,15,2188.37,0,Rep_17,Returning,2130
INV004818,2023-08-02,West,Rajasthan,Udaipur,Distributor_5,HoReCa,Pepsi 500ml,Beverage,145,36.15,5,4980.03,0,Rep_18,Returning,1795
INV003322,2023-08-02,South,Tamil Nadu,Madurai,Distributor_7,HoReCa,Lays Masala 52g,Snack,87,19.73,0,1716.23,2,Rep_8,Returning,1888
INV007248,2023-08-02,North,Haryana,Faridabad,Distributor_6,Kirana,Tropicana Orange 1L,Juice,51,109.62,0,5590.55,2,Rep_13,New,3327
INV002948,2023-08-02,South,Kerala,Thiruvananthapuram,Distributor_14,HoReCa,Mirinda 500ml,Beverage,159,30.52,2,4755.27,1,Rep_4,New,2857
INV003130,2023-08-02,East,Odisha,Bhubaneswar,Distributor_15,Kirana,Mirinda 500ml,Beverage,175,29.5,2,5060.02,0,Rep_15,Returning,4195
INV003030,2023-08-02,West,Madhya Pradesh,Bhopal,Distributor_14,Hypermarket,Tropicana Mixed Fruit 1L,Juice,68,119.04,0,8094.91,0,Rep_20,New,2201
INV011345,2023-08-02,North,Delhi,New Delhi,Distributor_9,Kirana,Mirinda 500ml,Beverage,155,30.85,10,4303.43,1,Rep_10,Returning,4949
INV007502,2023-08-02,East,Odisha,Bhubaneswar,Distributor_12,Hypermarket,Tropicana Mixed Fruit 1L,Juice,6,115.63,2,679.88,0,Rep_15,Returning,3213
INV011623,2023-08-02,East,West Bengal,Siliguri,Distributor_2,Hypermarket,Quaker Oats 1kg,Grocery,44,180.94,5,7563.44,5,Rep_17,Returning,2368
INV002489,2023-08-02,East,Odisha,Bhubaneswar,Distributor_3,Kirana,Tropicana Mixed Fruit 1L,Juice,77,120.02,2,9057.07,0,Rep_1,Returning,2062
INV010523,2023-08-02,West,Rajasthan,Jodhpur,Distributor_2,Kirana,Lays Masala 52g,Snack,299,19.65,2,5759.11,0,Rep_5,Returning,3908
INV010283,2023-08-02,South,Kerala,Thiruvananthapuram,Distributor_6,Supermarket,Tropicana Orange 1L,Juice,73,109.26,5,7577.21,0,Rep_7,New,2572
INV005250,2023-08-02,South,Karnataka,Bengaluru,Distributor_14,Supermarket,Pepsi 1.25L,Beverage,174,70.55,0,12276.12,0,Rep_5,Returning,1044
INV002613,2023-08-02,South,Telangana,Warangal,Distributor_15,Supermarket,Kurkure Masala 55g,Snack,51,19.02,5,921.57,1,Rep_18,New,1194
INV007101,2023-08-02,South,Karnataka,Bengaluru,Distributor_12,HoReCa,Pepsi 1.25L,Beverage,101,66.99,0,6766.03,0,Rep_15,New,2344
INV009353,2023-08-02,West,Gujarat,Surat,Distributor_4,HoReCa,Pepsi 500ml,Beverage,93,35.55,5,3140.56,2,Rep_16,Returning,2190
INV002520,2023-08-02,North,Haryana,Faridabad,Distributor_7,Hypermarket,7UP 500ml,Beverage,197,30.02,0,5914.3,1,Rep_8,Returning,2682
INV008535,2023-08-02,South,Karnataka,Mysuru,Distributor_7,HoReCa,Pepsi 1.25L,Beverage,150,72.39,0,10858.65,2,Rep_5,New,4718
INV007906,2023-08-02,North,Punjab,Amritsar,Distributor_4,Kirana,Kurkure Masala 55g,Snack,72,20.76,0,1494.57,2,Rep_7,New,2564
INV000811,2023-08-02,West,Gujarat,Vadodara,Distributor_5,HoReCa,Tropicana Mixed Fruit 1L,Juice,30,120.65,10,3257.62,0,Rep_18,New,3360
INV007434,2023-08-03,West,Gujarat,Surat,Distributor_2,HoReCa,Tropicana Mixed Fruit 1L,Juice,70,113.94,5,7577.17,0,Rep_7,Returning,3282
INV009018,2023-08-03,East,West Bengal,Kolkata,Distributor_13,Kirana,Lays Masala 52g,Snack,127,19.21,5,2317.43,2,Rep_13,Returning,3237
INV005917,2023-08-03,West,Maharashtra,Mumbai,Distributor_12,Hypermarket,Lays Masala 52g,Snack,250,20.25,5,4809.22,0,Rep_1,Returning,4769
INV000839,2023-08-03,East,Odisha,Bhubaneswar,Distributor_3,Kirana,Tropicana Orange 1L,Juice,10,108.15,5,1027.4,0,Rep_2,Returning,3722
INV000466,2023-08-03,West,Madhya Pradesh,Indore,Distributor_6,Kirana,Pepsi 500ml,Beverage,129,36.42,2,4604.39,0,Rep_14,Returning,1358
INV011020,2023-08-03,East,Odisha,Cuttack,Distributor_1,Hypermarket,Pepsi 500ml,Beverage,184,36.47,5,6375.01,0,Rep_1,Returning,4524
INV002323,2023-08-03,West,Maharashtra,Nagpur,Distributor_3,Supermarket,Tropicana Orange 1L,Juice,33,109.79,2,3550.75,0,Rep_10,New,3300
INV001737,2023-08-03,West,Gujarat,Ahmedabad,Distributor_5,Kirana,Kurkure Masala 55g,Snack,105,20.65,2,2125.28,0,Rep_18,Returning,4399
INV004285,2023-08-03,North,Delhi,New Delhi,Distributor_1,HoReCa,Kurkure Masala 55g,Snack,240,20.63,2,4853.17,1,Rep_5,Returning,1528
INV004590,2023-08-03,South,Telangana,Hyderabad,Distributor_11,HoReCa,Kurkure Masala 55g,Snack,160,20.56,2,3223.98,1,Rep_8,Returning,3797
INV007123,2023-08-03,West,Rajasthan,Jaipur,Distributor_1,Supermarket,Mirinda 500ml,Beverage,173,31.31,0,5416.66,1,Rep_6,Returning,2370
INV011021,2023-08-03,North,Uttar Pradesh,Lucknow,Distributor_8,Hypermarket,7UP 500ml,Beverage,37,28.83,10,960.11,0,Rep_19,New,4875
INV010121,2023-08-03,East,Odisha,Cuttack,Distributor_4,Kirana,Tropicana Mixed Fruit 1L,Juice,32,110.16,0,3525.16,1,Rep_9,Returning,1456
INV005286,2023-08-03,North,Punjab,Amritsar,Distributor_13,Supermarket,Pepsi 1.25L,Beverage,144,70.39,2,9932.73,2,Rep_9,New,2966
INV011223,2023-08-03,South,Telangana,Hyderabad,Distributor_14,HoReCa,7UP 500ml,Beverage,168,28.9,2,4758.6,0,Rep_5,New,2066
INV005526,2023-08-03,West,Gujarat,Surat,Distributor_2,Kirana,Pepsi 500ml,Beverage,121,35.21,2,4175.38,1,Rep_9,Returning,3537
INV007355,2023-08-03,West,Maharashtra,Mumbai,Distributor_1,HoReCa,Tropicana Mixed Fruit 1L,Juice,35,113.56,5,3775.81,0,Rep_15,New,3800
INV009744,2023-08-03,West,Gujarat,Surat,Distributor_5,Hypermarket,Pepsi 1.25L,Beverage,52,66.59,5,3289.52,0,Rep_13,Returning,2082
INV007028,2023-08-03,North,Uttar Pradesh,Kanpur,Distributor_10,Supermarket,Tropicana Mixed Fruit 1L,Juice,65,117.23,2,7467.79,0,Rep_5,Returning,1133
INV009971,2023-08-04,South,Telangana,Warangal,Distributor_11,HoReCa,Lays Masala 52g,Snack,253,19.22,5,4618.56,1,Rep_11,Returning,2793
INV003268,2023-08-04,South,Karnataka,Mysuru,Distributor_5,Hypermarket,Pepsi 1.25L,Beverage,199,70.03,5,13239.96,0,Rep_13,New,1788
INV009274,2023-08-04,East,West Bengal,Kolkata,Distributor_4,Supermarket,Tropicana Mixed Fruit 1L,Juice,59,115.4,15,5787.32,0,Rep_20,Returning,3603
INV003177,2023-08-04,South,Kerala,Kochi,Distributor_5,Hypermarket,Tropicana Orange 1L,Juice,33,110.5,0,3646.41,1,Rep_9,Returning,1318
INV002293,2023-08-04,North,Delhi,New Delhi,Distributor_7,Kirana,Lays Masala 52g,Snack,250,20.14,5,4782.22,5,Rep_15,New,4935
INV005784,2023-08-04,West,Madhya Pradesh,Bhopal,Distributor_3,HoReCa,Tropicana Orange 1L,Juice,57,112.13,5,6072.01,1,Rep_14,New,3066
INV006051,2023-08-04,East,Bihar,Patna,Distributor_6,Kirana,Tropicana Orange 1L,Juice,25,107.34,0,2683.5,3,Rep_10,Returning,2157
INV009485,2023-08-04,West,Gujarat,Surat,Distributor_10,Kirana,Tropicana Orange 1L,Juice,21,110.03,15,1964.11,1,Rep_12,New,1750
INV001346,2023-08-04,West,Gujarat,Vadodara,Distributor_1,Hypermarket,Lays Classic 52g,Snack,202,19.18,0,3874.17,0,Rep_6,New,4625
INV009718,2023-08-04,West,Maharashtra,Pune,Distributor_3,Kirana,7UP 500ml,Beverage,47,29.34,2,1351.49,0,Rep_19,New,2899
INV008112,2023-08-04,South,Tamil Nadu,Coimbatore,Distributor_11,Kirana,Quaker Oats 1kg,Grocery,55,184.14,0,10127.88,0,Rep_9,Returning,1313
INV005502,2023-08-04,South,Karnataka,Mysuru,Distributor_2,Supermarket,Quaker Oats 1kg,Grocery,52,180.59,0,9390.8,1,Rep_20,New,2209
INV006586,2023-08-04,East,Bihar,Patna,Distributor_3,HoReCa,Pepsi 500ml,Beverage,181,35.9,5,6172.18,1,Rep_20,Returning,4197
INV002539,2023-08-04,South,Telangana,Hyderabad,Distributor_12,Kirana,Mirinda 500ml,Beverage,57,30.15,10,1546.74,1,Rep_6,Returning,1219
INV002784,2023-08-04,East,West Bengal,Siliguri,Distributor_12,Supermarket,Lays Masala 52g,Snack,202,19.79,5,3797.19,0,Rep_7,New,1823
INV010281,2023-08-04,South,Karnataka,Bengaluru,Distributor_2,HoReCa,Tropicana Mixed Fruit 1L,Juice,62,112.9,0,6999.9,3,Rep_3,Returning,4428
INV006487,2023-08-04,North,Uttar Pradesh,Kanpur,Distributor_8,Hypermarket,Tropicana Mixed Fruit 1L,Juice,35,110.69,5,3680.52,3,Rep_2,Returning,4254
INV000835,2023-08-04,North,Punjab,Ludhiana,Distributor_7,Hypermarket,Kurkure Masala 55g,Snack,34,20.79,5,671.65,2,Rep_2,New,2057
INV001867,2023-08-05,North,Haryana,Gurugram,Distributor_12,HoReCa,Pepsi 1.25L,Beverage,81,67.19,2,5333.59,1,Rep_9,New,1597
INV005996,2023-08-05,North,Haryana,Faridabad,Distributor_15,Kirana,7UP 500ml,Beverage,172,31.47,5,5142.29,1,Rep_3,Returning,1124
INV007025,2023-08-05,East,West Bengal,Kolkata,Distributor_2,Kirana,Tropicana Orange 1L,Juice,71,106.8,2,7431.41,0,Rep_13,Returning,1943
INV001566,2023-08-05,North,Punjab,Amritsar,Distributor_4,Hypermarket,Pepsi 1.25L,Beverage,73,67.06,5,4650.38,0,Rep_11,New,3339
INV004139,2023-08-05,South,Kerala,Thiruvananthapuram,Distributor_4,Kirana,7UP 500ml,Beverage,119,28.81,0,3428.55,0,Rep_8,Returning,2008
INV006585,2023-08-05,North,Punjab,Ludhiana,Distributor_5,Kirana,Quaker Oats 1kg,Grocery,69,183.06,2,12378.43,2,Rep_14,New,2916
INV005792,2023-08-05,North,Punjab,Amritsar,Distributor_10,HoReCa,7UP 500ml,Beverage,132,29.34,15,3291.82,0,Rep_18,New,4723
INV006965,2023-08-05,West,Maharashtra,Mumbai,Distributor_13,HoReCa,Tropicana Orange 1L,Juice,73,112.23,0,8192.62,0,Rep_16,New,3734
INV004380,2023-08-05,West,Maharashtra,Mumbai,Distributor_9,Hypermarket,Tropicana Orange 1L,Juice,18,114.76,5,1962.44,0,Rep_1,Returning,3975
INV000617,2023-08-05,East,Bihar,Gaya,Distributor_14,Kirana,Mirinda 500ml,Beverage,65,30.04,0,1952.77,1,Rep_8,Returning,2829
INV001315,2023-08-05,North,Delhi,New Delhi,Distributor_6,Kirana,Mirinda 500ml,Beverage,152,30.84,15,3984.35,0,Rep_8,Returning,1213
INV007151,2023-08-05,South,Kerala,Thiruvananthapuram,Distributor_4,HoReCa,7UP 500ml,Beverage,160,30.62,0,4899.91,3,Rep_12,New,3322
INV002453,2023-08-05,South,Kerala,Kochi,Distributor_6,Hypermarket,Lays Masala 52g,Snack,242,20.88,0,5052.05,3,Rep_6,Returning,4390
INV008722,2023-08-05,East,Odisha,Cuttack,Distributor_2,HoReCa,Kurkure Masala 55g,Snack,90,20.9,0,1881.04,0,Rep_6,Returning,1358
INV007330,2023-08-05,West,Rajasthan,Jaipur,Distributor_7,Kirana,Kurkure Masala 55g,Snack,66,19.51,10,1158.8,3,Rep_5,Returning,4001
INV009749,2023-08-05,South,Telangana,Warangal,Distributor_8,Hypermarket,Lays Classic 52g,Snack,256,20.81,0,5328.11,1,Rep_1,New,1269
INV000774,2023-08-05,West,Gujarat,Vadodara,Distributor_14,Hypermarket,Pepsi 1.25L,Beverage,16,73.18,5,1112.37,0,Rep_11,Returning,3907
INV010500,2023-08-05,South,Kerala,Thiruvananthapuram,Distributor_3,Supermarket,Pepsi 1.25L,Beverage,52,66.89,2,3408.63,0,Rep_18,Returning,2650
INV002778,2023-08-05,West,Rajasthan,Jaipur,Distributor_7,Supermarket,Lays Classic 52g,Snack,259,20.7,10,4825.34,0,Rep_4,Returning,1076
INV003204,2023-08-05,North,Uttar Pradesh,Lucknow,Distributor_10,Supermarket,Quaker Oats 1kg,Grocery,69,186.51,0,12869.34,0,Rep_17,Returning,4437
INV002150,2023-08-05,West,Madhya Pradesh,Bhopal,Distributor_2,Supermarket,Lays Classic 52g,Snack,51,20.58,10,944.56,0,Rep_6,New,3552
INV008372,2023-08-05,South,Telangana,Hyderabad,Distributor_11,Supermarket,Lays Masala 52g,Snack,111,20.44,0,2269.22,1,Rep_20,Returning,1195
INV008988,2023-08-06,North,Delhi,New Delhi,Distributor_4,Supermarket,Pepsi 500ml,Beverage,100,36.44,10,3279.9,1,Rep_18,Returning,1181
INV001017,2023-08-06,South,Kerala,Kochi,Distributor_1,Supermarket,Quaker Oats 1kg,Grocery,65,183.59,5,11336.78,0,Rep_14,New,4770
INV011364,2023-08-06,East,Bihar,Patna,Distributor_1,Hypermarket,Pepsi 1.25L,Beverage,145,68.46,0,9926.51,0,Rep_1,Returning,1550
INV003984,2023-08-06,West,Rajasthan,Jodhpur,Distributor_8,Kirana,Pepsi 500ml,Beverage,59,34.09,2,1970.9,1,Rep_12,Returning,2335
INV007199,2023-08-06,South,Karnataka,Mysuru,Distributor_5,Supermarket,Mirinda 500ml,Beverage,30,28.96,5,825.29,3,Rep_2,New,4546
INV002990,2023-08-06,South,Tamil Nadu,Coimbatore,Distributor_1,Kirana,Lays Classic 52g,Snack,127,19.08,5,2301.84,0,Rep_13,New,3339
INV008849,2023-08-06,South,Tamil Nadu,Coimbatore,Distributor_6,Hypermarket,Lays Masala 52g,Snack,27,20.17,2,533.74,0,Rep_7,New,2705
INV000391,2023-08-06,South,Kerala,Kochi,Distributor_2,Hypermarket,Lays Classic 52g,Snack,209,19.84,5,3939.28,3,Rep_9,Returning,1337
INV005910,2023-08-06,West,Maharashtra,Mumbai,Distributor_10,Supermarket,Tropicana Orange 1L,Juice,36,109.81,15,3360.17,0,Rep_1,Returning,2696
INV005818,2023-08-06,South,Karnataka,Bengaluru,Distributor_11,HoReCa,Lays Masala 52g,Snack,100,20.11,5,1910.37,1,Rep_19,Returning,2722
INV009202,2023-08-06,East,Bihar,Gaya,Distributor_15,Supermarket,Quaker Oats 1kg,Grocery,38,187.16,10,6400.73,3,Rep_4,Returning,4587
INV002437,2023-08-06,West,Gujarat,Ahmedabad,Distributor_10,Kirana,Pepsi 1.25L,Beverage,24,70.42,5,1605.61,0,Rep_4,Returning,1461
INV007168,2023-08-06,North,Punjab,Ludhiana,Distributor_15,HoReCa,Quaker Oats 1kg,Grocery,71,180.11,10,11509.04,5,Rep_20,New,2713
INV008380,2023-08-06,East,Bihar,Gaya,Distributor_14,Kirana,Pepsi 1.25L,Beverage,109,73.17,2,7815.64,2,Rep_16,Returning,2182
INV000062,2023-08-06,West,Gujarat,Vadodara,Distributor_13,Supermarket,Tropicana Orange 1L,Juice,52,108.31,10,5068.88,0,Rep_3,Returning,2162
INV007715,2023-08-06,North,Delhi,New Delhi,Distributor_15,Hypermarket,Pepsi 500ml,Beverage,178,34.48,5,5831.38,0,Rep_14,New,2363
INV006281,2023-08-06,North,Uttar Pradesh,Noida,Distributor_13,Hypermarket,Mirinda 500ml,Beverage,158,31.48,5,4724.88,3,Rep_3,Returning,1923
INV002229,2023-08-06,South,Telangana,Warangal,Distributor_9,Supermarket,7UP 500ml,Beverage,24,30.3,2,712.6,0,Rep_4,New,2096
INV006098,2023-08-06,West,Madhya Pradesh,Bhopal,Distributor_6,HoReCa,Pepsi 500ml,Beverage,94,33.74,5,3012.99,0,Rep_10,New,1911
INV007239,2023-08-06,South,Kerala,Kochi,Distributor_13,Kirana,Pepsi 500ml,Beverage,118,36.01,2,4163.88,1,Rep_11,Returning,3170
INV004221,2023-08-06,South,Telangana,Hyderabad,Distributor_1,HoReCa,Pepsi 500ml,Beverage,152,35.7,2,5317.14,0,Rep_15,New,1016
INV008431,2023-08-07,East,Odisha,Cuttack,Distributor_3,Supermarket,Pepsi 500ml,Beverage,191,35.26,0,6734.82,0,Rep_19,Returning,1534
INV005884,2023-08-07,South,Telangana,Hyderabad,Distributor_10,Hypermarket,Tropicana Orange 1L,Juice,11,108.95,5,1138.53,0,Rep_15,Returning,1610
INV011460,2023-08-07,South,Tamil Nadu,Madurai,Distributor_9,Kirana,Tropicana Orange 1L,Juice,49,111.83,5,5205.75,2,Rep_16,Returning,4644
INV004106,2023-08-07,South,Tamil Nadu,Chennai,Distributor_3,Hypermarket,Tropicana Mixed Fruit 1L,Juice,58,117.67,10,6142.48,0,Rep_5,New,1975
INV005280,2023-08-07,East,West Bengal,Kolkata,Distributor_9,Hypermarket,Tropicana Mixed Fruit 1L,Juice,53,116.62,2,6057.22,2,Rep_6,Returning,4507
INV007065,2023-08-07,West,Madhya Pradesh,Bhopal,Distributor_2,Kirana,Lays Masala 52g,Snack,29,19.55,15,481.91,1,Rep_19,New,1115
INV003617,2023-08-07,East,Odisha,Bhubaneswar,Distributor_8,HoReCa,Kurkure Masala 55g,Snack,24,19.48,5,444.09,1,Rep_15,Returning,1048
INV005379,2023-08-07,West,Gujarat,Ahmedabad,Distributor_2,HoReCa,Quaker Oats 1kg,Grocery,28,175.53,0,4914.9,0,Rep_8,Returning,2911
INV003299,2023-08-07,East,West Bengal,Kolkata,Distributor_11,Supermarket,Quaker Oats 1kg,Grocery,51,176.15,0,8983.63,0,Rep_13,New,1170
INV002891,2023-08-07,East,West Bengal,Siliguri,Distributor_12,Hypermarket,Mirinda 500ml,Beverage,182,29.48,0,5365.48,2,Rep_4,New,2663
INV009995,2023-08-07,North,Punjab,Ludhiana,Distributor_1,Kirana,Lays Classic 52g,Snack,255,19.65,0,5010.51,0,Rep_12,New,1595
INV002009,2023-08-07,South,Tamil Nadu,Coimbatore,Distributor_4,Kirana,7UP 500ml,Beverage,122,31.23,0,3810.64,0,Rep_18,New,1099
INV001331,2023-08-07,South,Telangana,Warangal,Distributor_6,Hypermarket,Tropicana Mixed Fruit 1L,Juice,16,111.73,5,1698.22,2,Rep_15,Returning,3579
INV006335,2023-08-07,North,Delhi,New Delhi,Distributor_14,HoReCa,Pepsi 500ml,Beverage,22,33.33,2,718.5,0,Rep_4,New,3370
INV004632,2023-08-07,North,Uttar Pradesh,Lucknow,Distributor_9,Kirana,Pepsi 1.25L,Beverage,58,72.22,2,4104.99,0,Rep_4,New,3732
INV004321,2023-08-07,North,Delhi,New Delhi,Distributor_10,Supermarket,Kurkure Masala 55g,Snack,129,20.68,0,2667.75,2,Rep_14,New,1554
INV005656,2023-08-07,East,Bihar,Patna,Distributor_6,HoReCa,Lays Masala 52g,Snack,211,20.6,5,4129.23,2,Rep_13,New,3005
INV008043,2023-08-07,West,Rajasthan,Jaipur,Distributor_4,Hypermarket,Pepsi 500ml,Beverage,182,36.11,0,6571.53,1,Rep_7,Returning,2934
INV002702,2023-08-08,North,Punjab,Amritsar,Distributor_4,Hypermarket,Mirinda 500ml,Beverage,80,31.34,0,2507.19,3,Rep_9,Returning,4027
INV002935,2023-08-08,West,Gujarat,Surat,Distributor_13,Kirana,Lays Masala 52g,Snack,25,20.72,5,492.11,5,Rep_4,New,2555
INV006341,2023-08-08,West,Gujarat,Ahmedabad,Distributor_4,HoReCa,Lays Classic 52g,Snack,70,19.91,10,1254.31,0,Rep_2,New,1780
INV004716,2023-08-08,South,Karnataka,Mysuru,Distributor_8,Supermarket,Lays Classic 52g,Snack,251,19.66,0,4934.38,0,Rep_3,New,2071
INV010811,2023-08-08,East,Odisha,Bhubaneswar,Distributor_12,Kirana,7UP 500ml,Beverage,156,30.41,0,4744.21,0,Rep_6,Returning,2326
INV002896,2023-08-08,East,West Bengal,Siliguri,Distributor_6,Hypermarket,Pepsi 1.25L,Beverage,184,67.83,2,12231.33,0,Rep_19,Returning,2881
INV003535,2023-08-08,West,Madhya Pradesh,Indore,Distributor_1,HoReCa,Lays Classic 52g,Snack,283,20.86,0,5904.71,5,Rep_4,Returning,4591
INV001026,2023-08-08,South,Kerala,Kochi,Distributor_9,Supermarket,Lays Masala 52g,Snack,234,20.79,5,4620.78,1,Rep_16,New,2824
INV003976,2023-08-08,South,Karnataka,Bengaluru,Distributor_8,Hypermarket,Tropicana Orange 1L,Juice,53,110.54,10,5272.69,2,Rep_11,Returning,3248
INV003779,2023-08-08,West,Rajasthan,Udaipur,Distributor_14,Kirana,Kurkure Masala 55g,Snack,162,19.5,0,3158.98,2,Rep_20,Returning,1762
INV005161,2023-08-08,East,Odisha,Bhubaneswar,Distributor_15,Supermarket,Lays Classic 52g,Snack,192,20.48,2,3853.89,0,Rep_3,Returning,1098
INV001556,2023-08-09,North,Delhi,New Delhi,Distributor_12,HoReCa,Kurkure Masala 55g,Snack,259,19.18,10,4471.34,1,Rep_9,Returning,1321
INV004300,2023-08-09,East,Bihar,Patna,Distributor_6,Kirana,Quaker Oats 1kg,Grocery,51,187.12,2,9352.39,0,Rep_4,New,1356
INV006572,2023-08-09,East,West Bengal,Siliguri,Distributor_3,HoReCa,Tropicana Mixed Fruit 1L,Juice,30,119.81,15,3055.08,0,Rep_17,New,4015
INV008166,2023-08-09,South,Karnataka,Mysuru,Distributor_1,Supermarket,Tropicana Mixed Fruit 1L,Juice,33,110.97,5,3478.83,5,Rep_17,Returning,1963
INV011608,2023-08-09,East,West Bengal,Kolkata,Distributor_4,Kirana,Pepsi 500ml,Beverage,121,34.74,0,4203.55,3,Rep_4,Returning,4048
INV008727,2023-08-09,North,Haryana,Gurugram,Distributor_10,Kirana,Pepsi 500ml,Beverage,190,35.68,5,6440.02,1,Rep_9,Returning,2399
INV007298,2023-08-09,South,Tamil Nadu,Coimbatore,Distributor_1,Kirana,Pepsi 1.25L,Beverage,101,67.12,0,6779.03,2,Rep_2,Returning,1124
INV000937,2023-08-09,North,Haryana,Gurugram,Distributor_3,Kirana,Lays Classic 52g,Snack,256,20.97,0,5368.14,0,Rep_4,New,4785
INV001138,2023-08-09,West,Rajasthan,Udaipur,Distributor_15,Supermarket,Quaker Oats 1kg,Grocery,6,172.18,10,929.78,0,Rep_5,Returning,2923
INV011935,2023-08-09,East,West Bengal,Siliguri,Distributor_11,Supermarket,Lays Classic 52g,Snack,65,20.32,2,1294.35,0,Rep_17,New,2602
INV011196,2023-08-09,South,Tamil Nadu,Coimbatore,Distributor_7,HoReCa,Mirinda 500ml,Beverage,144,29.34,10,3802.26,0,Rep_7,Returning,3123
INV005799,2023-08-09,East,Odisha,Cuttack,Distributor_7,Supermarket,Pepsi 500ml,Beverage,32,34.95,5,1062.42,0,Rep_20,Returning,4621
INV009235,2023-08-09,West,Rajasthan,Jaipur,Distributor_5,Kirana,Kurkure Masala 55g,Snack,73,19.98,15,1239.55,2,Rep_12,New,4440
