CustomerID,LastPurchaseDate,Status
2067,2024-10-27,Churned
2068,2024-11-19,Active
2069,2024-11-19,Active
2070,2024-01-22,Churned
2071,2024-07-27,Churned
2072,2024-04-20,Churned
2073,2024-12-08,Active
2074,2024-01-02,Churned
2075,2024-07-16,Churned
2076,2024-08-09,Churned
2077,2023-10-07,Churned
2078,2024-12-15,Active
2079,2024-04-06,Churned
2080,2024-06-19,Churned
2082,2024-11-13,Active
2083,2024-04-20,Churned
2084,2024-03-03,Churned
2085,2024-04-28,Churned
2086,2024-12-19,Active
2087,2023-03-15,Churned
2088,2024-05-09,Churned
2089,2024-04-17,Churned
2090,2024-11-04,Active
2091,2023-03-29,Churned
2092,2024-09-01,Churned
2093,2024-11-27,Active
2094,2024-09-29,Churned
2095,2023-08-20,Churned
2096,2024-11-09,Active
2097,2024-03-14,Churned
2098,2024-12-05,Active
2099,2024-04-05,Churned
2100,2024-11-25,Active
2102,2024-06-26,Churned
2103,2024-07-03,Churned
2104,2023-09-13,Churned
2105,2024-12-30,Active
2106,2024-12-26,Active
2107,2024-09-05,Churned
2108,2024-07-28,Churned
2109,2023-10-07,Churned
2110,2024-11-10,Active
2111,2024-10-28,Churned
2112,2024-10-10,Churned
2113,2024-01-17,Churned
2114,2024-02-13,Churned
2116,2024-11-28,Active
2117,2024-05-08,Churned
2118,2023-11-03,Churned
2119,2024-06-24,Churned
2120,2024-12-12,Active
2121,2024-09-29,Churned
2122,2024-03-09,Churned
2123,2024-12-28,Active
2124,2024-10-25,Churned
2125,2024-12-20,Active
2127,2024-04-28,Churned
2128,2023-12-03,Churned
2129,2023-09-18,Churned
2130,2024-05-15,Churned
2131,2024-07-14,Churned
2132,2024-10-03,Churned
2133,2024-02-26,Churned
2134,2023-11-10,Churned
2135,2024-11-18,Active
2136,2024-12-27,Active
2137,2024-05-02,Churned
2138,2023-12-06,Churned
2139,2024-09-01,Churned
2140,2024-12-26,Active
2141,2024-10-27,Churned
2142,2024-11-24,Active
2143,2023-06-25,Churned
2144,2024-10-19,Churned
2145,2023-10-31,Churned
2146,2024-11-08,Active
2147,2024-07-19,Churned
2148,2024-06-26,Churned
2149,2024-08-06,Churned
2150,2024-09-23,Churned
2151,2024-05-30,Churned
2152,2024-06-13,Churned
2153,2024-01-21,Churned
2154,2023-11-04,Churned
2155,2023-02-17,Churned
2156,2024-07-14,Churned
2157,2024-10-29,Churned
2158,2024-02-13,Churned
2159,2024-06-12,Churned
2160,2024-08-23,Churned
2161,2024-11-20,Active
2162,2024-04-09,Churned
2163,2024-06-06,Churned
2164,2024-12-26,Active
2165,2024-08-29,Churned
2167,2024-12-16,Active
2168,2024-10-01,Churned
2169,2024-10-16,Churned
2170,2023-07-16,Churned
2171,2024-04-20,Churned
2172,2024-10-05,Churned
2173,2024-11-11,Active
2174,2024-11-12,Active
2175,2024-07-02,Churned
2176,2024-03-29,Churned
2177,2024-05-10,Churned
2178,2023-12-04,Churned
2179,2024-04-30,Churned
2180,2024-06-20,Churned
2181,2023-06-04,Churned
2182,2024-03-20,Churned
2183,2024-07-31,Churned
2184,2024-12-13,Active
2185,2024-12-04,Active
2186,2024-10-25,Churned
2187,2024-07-06,Churned
2188,2024-09-30,Churned
2189,2024-08-12,Churned
2190,2024-04-26,Churned
2191,2024-10-15,Churned
2192,2024-11-03,Active
2193,2024-04-28,Churned
2194,2024-08-02,Churned
2195,2024-11-28,Active
2196,2024-10-11,Churned
2198,2024-12-08,Active
2199,2024-12-29,Active
2200,2024-02-06,Churned
2201,2024-10-08,Churned
2202,2023-09-24,Churned
2203,2024-11-23,Active
2204,2023-09-05,Churned
2205,2024-07-15,Churned
2206,2024-08-21,Churned
2207,2023-10-29,Churned
2209,2024-07-21,Churned
2213,2024-11-30,Active
2214,2023-12-31,Churned
2215,2024-10-10,Churned
2216,2024-12-13,Active
2217,2023-09-11,Churned
2218,2024-02-02,Churned
2219,2023-08-01,Churned
2220,2023-09-08,Churned
2221,2024-04-27,Churned
2222,2024-11-15,Active
2223,2024-07-24,Churned
2224,2023-10-09,Churned
2225,2024-12-06,Active
2226,2024-03-20,Churned
2227,2024-08-23,Churned
2228,2024-06-03,Churned
2229,2024-10-09,Churned
2230,2024-01-10,Churned
2231,2023-05-22,Churned
2232,2024-09-04,Churned
2233,2024-09-14,Churned
2234,2024-06-25,Churned
2235,2024-07-29,Churned
2236,2024-12-04,Active
2237,2024-06-15,Churned
2238,2023-07-14,Churned
2239,2024-12-26,Active
2240,2023-05-22,Churned
2241,2024-08-02,Churned
2242,2024-08-14,Churned
2243,2023-12-30,Churned
2244,2024-06-19,Churned
2245,2024-04-24,Churned
2246,2024-07-01,Churned
2249,2024-10-03,Churned
2250,2024-10-26,Churned
2251,2023-10-06,Churned
2252,2024-12-22,Active
2253,2024-10-13,Churned
2254,2024-04-06,Churned
2255,2024-02-11,Churned
2256,2024-02-09,Churned
2257,2023-12-02,Churned
2258,2023-11-06,Churned
2259,2024-11-12,Active
2260,2024-10-31,Churned
2261,2024-06-10,Churned
2262,2024-02-02,Churned
2263,2024-12-15,Active
2264,2024-04-02,Churned
2265,2024-09-19,Churned
2266,2024-06-09,Churned
2267,2024-04-15,Churned
2268,2024-02-09,Churned
2269,2024-02-26,Churned
2270,2024-02-27,Churned
2271,2024-10-24,Churned
2272,2024-04-17,Churned
2273,2024-12-09,Active
2274,2023-06-26,Churned
2275,2023-05-20,Churned
2276,2024-11-04,Active
2277,2024-01-18,Churned
2278,2024-09-24,Churned
2279,2024-08-29,Churned
2280,2024-09-25,Churned
2281,2024-03-22,Churned
2282,2024-10-12,Churned
2283,2024-06-17,Churned
2284,2024-03-30,Churned
2285,2024-05-23,Churned
2286,2024-03-30,Churned
2287,2024-12-30,Active
2288,2024-11-29,Active
2289,2024-10-16,Churned
2290,2024-11-22,Active
2291,2024-12-15,Active
2292,2024-01-29,Churned
2293,2024-12-17,Active
2294,2024-12-28,Active
2295,2024-12-20,Active
2296,2023-04-29,Churned
2297,2024-11-22,Active
2298,2024-07-05,Churned
2299,2024-07-17,Churned
2300,2023-05-24,Churned
2301,2024-07-24,Churned
2302,2024-03-02,Churned
2303,2024-08-24,Churned
2304,2024-04-04,Churned
2305,2024-10-25,Churned
2306,2023-11-03,Churned
2307,2024-07-20,Churned
2308,2024-09-13,Churned
2309,2024-02-19,Churned
2310,2024-07-09,Churned
2311,2024-09-05,Churned
2312,2024-04-10,Churned
2313,2023-08-15,Churned
2314,2024-09-28,Churned
2315,2024-10-30,Churned
2316,2024-09-27,Churned
2317,2024-08-12,Churned
2318,2024-11-04,Active
2319,2024-10-11,Churned
2321,2023-07-19,Churned
2322,2024-12-11,Active
2323,2024-10-09,Churned
2325,2024-09-24,Churned
2326,2024-03-18,Churned
2327,2024-12-23,Active
2328,2024-11-28,Active
2329,2023-02-25,Churned
2330,2024-06-01,Churned
2332,2023-09-13,Churned
2333,2024-06-13,Churned
2334,2024-07-21,Churned
2335,2024-10-28,Churned
2336,2024-07-25,Churned
2337,2024-09-08,Churned
2338,2024-11-05,Active
2339,2024-11-19,Active
2340,2024-09-18,Churned
2341,2024-11-19,Active
2342,2024-09-09,Churned
2343,2024-09-09,Churned
2344,2024-12-28,Active
2345,2024-09-09,Churned
2346,2024-06-19,Churned
2347,2023-05-21,Churned
2348,2024-10-29,Churned
2349,2024-07-23,Churned
2350,2024-12-23,Active
2351,2024-12-02,Active
2352,2024-10-21,Churned
2353,2024-10-31,Churned
2354,2024-05-27,Churned
2355,2024-09-14,Churned
2357,2024-10-25,Churned
2358,2024-05-18,Churned
2359,2023-01-07,Churned
2360,2023-09-10,Churned
2361,2024-07-27,Churned
2362,2024-09-19,Churned
2363,2024-12-13,Active
2364,2023-04-15,Churned
2365,2024-11-06,Active
2366,2024-09-07,Churned
2367,2024-11-01,Active
2368,2024-11-24,Active
2369,2024-11-08,Active
2370,2024-04-20,Churned
2371,2023-04-05,Churned
2372,2024-07-23,Churned
2373,2024-08-01,Churned
2374,2024-12-15,Active
2375,2023-12-22,Churned
2376,2024-07-13,Churned
2377,2024-09-04,Churned
2378,2024-07-11,Churned
2379,2023-12-15,Churned
2380,2024-06-01,Churned
2381,2024-12-22,Active
2382,2024-06-28,Churned
2383,2024-11-27,Active
2384,2024-04-22,Churned
2385,2024-11-03,Active
2386,2024-03-14,Churned
2388,2024-08-16,Churned
2389,2024-07-03,Churned
2390,2024-04-14,Churned
2391,2024-10-09,Churned
2392,2024-03-08,Churned
2393,2024-11-24,Active
2394,2024-05-03,Churned
2395,2024-11-06,Active
2396,2024-07-29,Churned
2397,2024-12-29,Active
2398,2024-07-08,Churned
2399,2024-02-06,Churned
2400,2024-12-12,Active
2401,2024-04-06,Churned
2402,2024-08-10,Churned
2403,2023-12-26,Churned
2404,2024-05-03,Churned
2405,2024-12-24,Active
2407,2023-10-23,Churned
2408,2024-08-14,Churned
2410,2024-02-29,Churned
2411,2024-05-31,Churned
2412,2024-10-24,Churned
2413,2024-11-09,Active
2414,2024-11-14,Active
2415,2024-10-30,Churned
2416,2024-11-09,Active
2417,2024-10-28,Churned
2418,2024-12-27,Active
2419,2023-12-22,Churned
2420,2024-12-20,Active
2421,2024-08-05,Churned
2422,2024-10-18,Churned
2423,2024-11-22,Active
2424,2024-10-16,Churned
2425,2023-07-28,Churned
2426,2024-10-04,Churned
2427,2024-01-18,Churned
2428,2023-12-16,Churned
2429,2024-08-21,Churned
2430,2024-08-24,Churned
2431,2024-11-10,Active
2432,2024-08-23,Churned
2433,2024-12-13,Active
2434,2023-02-06,Churned
2435,2024-10-31,Churned
2436,2024-11-21,Active
2437,2024-10-23,Churned
2438,2024-08-31,Churned
2439,2023-11-09,Churned
2440,2024-09-04,Churned
2441,2023-06-15,Churned
2442,2024-05-12,Churned
2443,2024-11-17,Active
2444,2024-03-12,Churned
2445,2024-08-02,Churned
2446,2024-07-31,Churned
2447,2023-06-07,Churned
2448,2024-11-03,Active
2449,2024-12-27,Active
2450,2023-11-08,Churned
2451,2024-07-12,Churned
2452,2024-06-06,Churned
2453,2024-09-08,Churned
2454,2024-12-02,Active
2455,2024-11-18,Active
2456,2024-09-18,Churned
2457,2023-11-19,Churned
2458,2024-08-04,Churned
2459,2024-03-23,Churned
2460,2024-05-23,Churned
2461,2024-02-13,Churned
2462,2024-09-14,Churned
2463,2024-11-09,Active
2464,2024-01-21,Churned
2465,2024-04-17,Churned
2466,2024-10-13,Churned
2467,2024-12-07,Active
2468,2024-08-06,Churned
2469,2024-05-11,Churned
2470,2023-10-16,Churned
2471,2024-08-12,Churned
2473,2024-05-04,Churned
2474,2024-12-31,Active
2476,2024-10-18,Churned
2477,2024-11-01,Active
2478,2024-11-26,Active
2479,2024-04-24,Churned
2480,2024-09-15,Churned
2481,2024-06-02,Churned
2482,2024-05-31,Churned
2483,2023-05-07,Churned
2484,2024-01-18,Churned
2485,2024-05-30,Churned
2486,2024-06-29,Churned
2487,2024-07-27,Churned
2488,2024-12-23,Active
2489,2024-03-28,Churned
2490,2024-11-20,Active
2491,2023-07-31,Churned
2492,2023-06-03,Churned
2493,2024-10-17,Churned
2494,2023-07-19,Churned
2495,2024-09-29,Churned
2496,2024-09-13,Churned
2497,2024-03-19,Churned
2498,2024-11-10,Active
2499,2024-04-06,Churned
2500,2024-02-21,Churned
2501,2024-08-24,Churned
2503,2024-12-30,Active
2504,2024-06-22,Churned
2505,2024-11-30,Active
2506,2024-08-14,Churned
2507,2024-06-22,Churned
2508,2024-05-22,Churned
2509,2024-04-19,Churned
2510,2024-06-12,Churned
2511,2023-09-25,Churned
2512,2023-12-07,Churned
2513,2024-12-13,Active
2514,2024-08-25,Churned
2515,2023-12-06,Churned
2516,2023-04-18,Churned
2517,2024-12-05,Active
2518,2024-03-09,Churned
2519,2024-06-07,Churned
2520,2024-09-26,Churned
2521,2023-09-12,Churned
2522,2024-06-21,Churned
2523,2024-10-24,Churned
2524,2024-04-26,Churned
2525,2024-06-15,Churned
2526,2024-11-23,Active
2527,2024-09-08,Churned
2528,2024-10-02,Churned
2529,2024-06-26,Churned
2530,2024-12-20,Active
2531,2024-03-03,Churned
2532,2023-05-09,Churned
2533,2024-06-04,Churned
2534,2024-06-17,Churned
2535,2024-04-10,Churned
2536,2024-06-03,Churned
2537,2024-10-17,Churned
2538,2024-05-28,Churned
2539,2024-01-30,Churned
2540,2024-05-20,Churned
2542,2024-06-03,Churned
2543,2024-02-26,Churned
2545,2024-08-06,Churned
2546,2024-11-15,Active
2547,2024-04-23,Churned
2548,2023-10-03,Churned
2549,2024-09-05,Churned
2550,2024-01-03,Churned
2551,2023-04-10,Churned
2552,2023-09-07,Churned
2553,2023-12-07,Churned
2554,2023-04-09,Churned
2555,2023-08-08,Churned
2556,2024-07-29,Churned
2557,2024-10-12,Churned
2558,2024-01-14,Churned
2559,2024-04-05,Churned
2560,2024-10-26,Churned
2561,2024-12-12,Active
2562,2024-08-09,Churned
2563,2023-12-31,Churned
2564,2024-12-05,Active
2566,2024-04-15,Churned
2567,2024-11-17,Active
2568,2024-10-06,Churned
2570,2023-08-12,Churned
2571,2023-08-29,Churned
2572,2024-10-24,Churned
2573,2023-01-05,Churned
2574,2023-08-20,Churned
2575,2023-11-22,Churned
2576,2024-12-25,Active
2577,2024-07-31,Churned
2578,2024-01-05,Churned
2579,2024-07-23,Churned
2580,2024-09-27,Churned
2581,2024-02-04,Churned
2582,2024-12-25,Active
2583,2024-12-25,Active
2584,2023-12-04,Churned
2585,2023-07-03,Churned
2586,2024-05-14,Churned
2588,2024-12-29,Active
2589,2024-07-21,Churned
2590,2024-12-31,Active
2591,2024-09-03,Churned
2592,2024-09-30,Churned
2593,2024-12-11,Active
2594,2023-10-05,Churned
2595,2024-05-31,Churned
2596,2024-06-04,Churned
2597,2024-12-28,Active
2598,2024-12-24,Active
2599,2024-07-16,Churned
2600,2024-06-06,Churned
2601,2023-12-11,Churned
2602,2024-10-26,Churned
2603,2024-09-10,Churned
2604,2024-09-22,Churned
2605,2024-12-27,Active
2606,2024-12-02,Active
2607,2024-12-11,Active
2608,2024-09-03,Churned
2610,2024-11-15,Active
2611,2024-12-28,Active
2613,2024-12-07,Active
2614,2024-11-29,Active
2615,2024-08-15,Churned
2616,2023-06-30,Churned
2617,2024-08-11,Churned
2618,2024-10-07,Churned
2619,2024-09-23,Churned
2620,2023-09-24,Churned
2621,2024-12-27,Active
2622,2024-10-16,Churned
2623,2024-07-21,Churned
2624,2024-11-15,Active
2625,2024-01-30,Churned
2626,2024-09-25,Churned
2627,2024-10-26,Churned
2628,2024-12-17,Active
2629,2024-01-11,Churned
2630,2023-11-17,Churned
2631,2024-09-26,Churned
2632,2024-05-06,Churned
2633,2024-03-19,Churned
2634,2024-09-20,Churned
2635,2024-12-14,Active
2636,2023-01-12,Churned
2637,2024-04-17,Churned
2638,2024-12-05,Active
2639,2023-07-25,Churned
2640,2024-09-12,Churned
2641,2024-03-16,Churned
2642,2024-11-06,Active
2643,2024-05-18,Churned
2644,2023-09-22,Churned
2645,2023-08-16,Churned
2646,2024-08-08,Churned
2647,2024-07-29,Churned
2648,2024-07-09,Churned
2649,2024-11-30,Active
2650,2024-01-21,Churned
2652,2023-11-07,Churned
2653,2024-11-23,Active
2654,2023-04-11,Churned
2655,2024-05-12,Churned
2656,2024-09-11,Churned
2657,2023-05-25,Churned
2658,2024-01-01,Churned
2659,2024-12-06,Active
2660,2024-09-06,Churned
2661,2024-05-31,Churned
2662,2024-06-04,Churned
2663,2023-11-28,Churned
2665,2024-11-02,Active
2666,2024-06-07,Churned
2667,2023-11-11,Churned
2668,2023-09-22,Churned
2669,2024-11-29,Active
2670,2023-10-19,Churned
2671,2024-09-29,Churned
2673,2024-05-21,Churned
2674,2023-12-10,Churned
2675,2024-11-29,Active
2676,2024-12-22,Active
2677,2024-06-05,Churned
2678,2024-08-14,Churned
2679,2024-04-30,Churned
2680,2024-04-19,Churned
2681,2024-12-25,Active
2682,2023-12-11,Churned
2683,2024-07-23,Churned
2684,2024-11-06,Active
2685,2024-08-14,Churned
2686,2024-11-28,Active
2687,2024-01-27,Churned
2688,2024-09-22,Churned
2689,2024-01-14,Churned
2690,2023-08-15,Churned
2691,2024-11-25,Active
2692,2024-02-16,Churned
2693,2023-11-19,Churned
2694,2024-10-05,Churned
2695,2024-04-29,Churned
2696,2024-10-03,Churned
2697,2024-12-29,Active
2698,2024-11-01,Active
2699,2024-06-11,Churned
2701,2024-05-21,Churned
2702,2024-12-30,Active
2703,2023-08-11,Churned
2704,2024-08-30,Churned
2705,2024-04-01,Churned
2706,2024-10-15,Churned
2707,2023-12-20,Churned
2708,2024-08-10,Churned
2709,2023-07-30,Churned
2710,2024-06-05,Churned
2712,2024-03-22,Churned
2713,2024-03-10,Churned
2714,2024-01-05,Churned
2715,2024-12-27,Active
2716,2024-12-04,Active
2717,2023-07-29,Churned
2718,2024-06-07,Churned
2719,2024-11-25,Active
2720,2024-08-10,Churned
2721,2023-10-12,Churned
2722,2024-11-18,Active
2723,2024-05-19,Churned
2724,2024-10-18,Churned
2725,2023-06-28,Churned
2726,2024-01-18,Churned
2727,2024-07-11,Churned
2728,2024-12-03,Active
2729,2024-12-08,Active
2730,2024-10-18,Churned
2732,2023-08-26,Churned
2733,2024-02-02,Churned
2734,2024-04-03,Churned
2735,2023-10-18,Churned
2736,2024-03-23,Churned
2737,2024-10-16,Churned
2738,2024-06-29,Churned
2739,2023-08-13,Churned
2740,2024-06-16,Churned
2741,2024-11-03,Active
2742,2024-10-12,Churned
2743,2024-10-23,Churned
2744,2023-09-01,Churned
2746,2024-06-30,Churned
2747,2024-08-15,Churned
2748,2023-09-23,Churned
2749,2024-11-22,Active
2751,2024-12-20,Active
2753,2023-11-05,Churned
2754,2024-11-22,Active
2755,2024-08-08,Churned
2756,2023-07-28,Churned
2757,2023-11-05,Churned
2758,2024-07-24,Churned
2759,2024-09-12,Churned
2760,2024-10-13,Churned
2761,2024-01-22,Churned
2762,2024-04-22,Churned
2763,2024-10-20,Churned
2764,2024-10-27,Churned
2765,2024-12-29,Active
2766,2024-06-16,Churned
2767,2024-02-16,Churned
2768,2024-12-14,Active
2769,2024-05-12,Churned
2770,2023-07-03,Churned
2771,2024-03-02,Churned
2772,2024-12-01,Active
2773,2024-07-18,Churned
2774,2024-10-25,Churned
2775,2023-10-03,Churned
2776,2024-03-20,Churned
2777,2024-04-19,Churned
2778,2024-10-18,Churned
2780,2024-09-25,Churned
2781,2024-09-04,Churned
2782,2024-05-15,Churned
2783,2024-09-06,Churned
2784,2024-09-10,Churned
2785,2023-07-20,Churned
2786,2023-08-01,Churned
2787,2024-12-03,Active
2788,2023-08-23,Churned
2789,2023-11-01,Churned
2790,2024-10-15,Churned
2791,2024-12-19,Active
2792,2024-08-26,Churned
2793,2023-08-04,Churned
2794,2023-01-04,Churned
2795,2024-06-06,Churned
2796,2024-05-21,Churned
2797,2023-03-29,Churned
2798,2023-09-11,Churned
2800,2024-07-07,Churned
2801,2023-09-10,Churned
2802,2023-11-20,Churned
2803,2024-04-20,Churned
2804,2024-10-23,Churned
2805,2024-02-25,Churned
2806,2024-05-21,Churned
2808,2024-03-25,Churned
2809,2023-11-24,Churned
2810,2023-07-01,Churned
2811,2024-04-30,Churned
2814,2024-05-06,Churned
2815,2023-12-17,Churned
2816,2024-11-20,Active
2817,2023-08-15,Churned
2818,2024-07-21,Churned
2819,2023-05-26,Churned
2820,2024-12-25,Active
2821,2024-10-22,Churned
2822,2024-04-12,Churned
2823,2024-03-01,Churned
2824,2023-09-24,Churned
2825,2024-11-24,Active
2826,2024-09-10,Churned
2827,2024-04-26,Churned
2828,2024-04-23,Churned
2829,2024-11-05,Active
2830,2024-11-24,Active
2831,2023-05-15,Churned
2832,2024-02-11,Churned
2833,2023-12-26,Churned
2834,2024-10-29,Churned
2836,2023-11-04,Churned
2837,2023-09-28,Churned
2838,2024-11-08,Active
2839,2024-11-19,Active
2841,2024-10-09,Churned
2842,2024-11-13,Active
2843,2024-10-31,Churned
2845,2023-10-28,Churned
2846,2024-02-15,Churned
2847,2024-12-24,Active
2848,2024-08-09,Churned
2850,2024-12-26,Active
2851,2024-01-26,Churned
2852,2024-08-28,Churned
2854,2024-10-29,Churned
2855,2024-02-21,Churned
2857,2024-08-02,Churned
2858,2024-03-29,Churned
2859,2023-12-26,Churned
2860,2023-12-20,Churned
2861,2024-10-25,Churned
2862,2024-06-27,Churned
2863,2023-12-29,Churned
2864,2024-05-03,Churned
2865,2024-11-02,Active
2866,2024-11-08,Active
2867,2023-12-08,Churned
2868,2024-03-21,Churned
2869,2024-09-24,Churned
2870,2024-09-26,Churned
2871,2024-11-16,Active
2872,2024-11-17,Active
2873,2024-12-10,Active
2874,2024-06-04,Churned
2875,2024-11-17,Active
2876,2024-08-28,Churned
2877,2023-06-27,Churned
2878,2023-12-21,Churned
2879,2024-12-24,Active
2880,2024-09-04,Churned
2881,2024-12-24,Active
2882,2024-05-19,Churned
2883,2023-08-01,Churned
2884,2024-03-30,Churned
2885,2024-08-20,Churned
2886,2023-09-02,Churned
2887,2024-10-16,Churned
2888,2024-10-24,Churned
2889,2024-08-23,Churned
2890,2024-09-01,Churned
2891,2024-02-11,Churned
2892,2024-10-30,Churned
2893,2024-12-29,Active
2894,2024-12-16,Active
2895,2024-10-07,Churned
2896,2023-11-21,Churned
2897,2023-09-23,Churned
2898,2024-07-15,Churned
2899,2024-12-05,Active
2900,2023-06-07,Churned
2901,2024-11-15,Active
2902,2024-07-03,Churned
2903,2024-04-17,Churned
2904,2024-09-28,Churned
2905,2024-09-04,Churned
2906,2024-07-08,Churned
2907,2024-09-16,Churned
2908,2024-07-02,Churned
2909,2024-04-15,Churned
2910,2024-12-27,Active
2911,2023-11-15,Churned
2912,2024-04-22,Churned
2913,2024-09-10,Churned
2914,2024-10-28,Churned
2915,2024-09-26,Churned
2916,2024-12-22,Active
2917,2024-07-31,Churned
2918,2024-09-14,Churned
2920,2024-03-01,Churned
2921,2024-06-27,Churned
2922,2024-09-29,Churned
2923,2024-07-27,Churned
2924,2023-08-01,Churned
2925,2024-10-22,Churned
2926,2024-07-23,Churned
2927,2024-10-24,Churned
2928,2024-02-19,Churned
2929,2024-11-27,Active
2930,2024-06-24,Churned
2931,2024-11-23,Active
2932,2024-05-08,Churned
2933,2024-02-12,Churned
2934,2024-11-27,Active
2936,2023-06-28,Churned
2937,2023-07-09,Churned
2938,2024-02-22,Churned
2939,2024-11-02,Active
2940,2024-01-22,Churned
2941,2024-09-06,Churned
2942,2024-12-02,Active
2944,2024-03-25,Churned
2945,2024-08-16,Churned
2946,2024-03-08,Churned
2947,2024-09-02,Churned
2948,2024-07-28,Churned
2949,2024-10-23,Churned
2950,2024-07-31,Churned
2951,2023-12-20,Churned
2952,2024-08-25,Churned
2953,2024-04-29,Churned
2954,2024-12-10,Active
2955,2024-06-07,Churned
2956,2024-01-13,Churned
2957,2024-05-16,Churned
2958,2024-04-25,Churned
2959,2024-04-29,Churned
2960,2024-04-22,Churned
2961,2024-07-17,Churned
2962,2024-06-20,Churned
2963,2024-09-07,Churned
2964,2024-03-12,Churned
2965,2024-07-03,Churned
2966,2023-10-10,Churned
2967,2024-08-04,Churned
2968,2024-04-22,Churned
2969,2024-10-14,Churned
2971,2024-12-29,Active
2972,2023-10-05,Churned
2973,2023-07-27,Churned
2974,2024-03-18,Churned
2975,2024-08-12,Churned
2976,2023-12-30,Churned
2977,2024-06-04,Churned
2978,2023-03-18,Churned
2979,2024-12-05,Active
2980,2024-02-15,Churned
2981,2024-12-11,Active
2982,2024-08-23,Churned
2983,2024-04-30,Churned
2984,2023-10-24,Churned
2985,2024-12-19,Active
2986,2024-07-04,Churned
2987,2023-12-22,Churned
2988,2024-02-23,Churned
2989,2023-10-16,Churned
2990,2024-10-28,Churned
2991,2024-05-14,Churned
2992,2024-10-28,Churned
2993,2024-03-31,Churned
2994,2024-06-13,Churned
2995,2024-06-06,Churned
2996,2024-10-13,Churned
2997,2024-09-17,Churned
2998,2024-12-23,Active
2999,2024-08-13,Churned
3000,2024-11-05,Active
3001,2024-11-22,Active
3003,2024-03-30,Churned
3004,2024-12-27,Active
3005,2023-08-07,Churned
3006,2023-01-30,Churned
3007,2024-11-18,Active
3008,2024-02-21,Churned
3009,2024-09-19,Churned
3010,2024-10-12,Churned
3011,2024-07-29,Churned
3012,2024-06-14,Churned
3013,2024-02-19,Churned
3014,2024-05-23,Churned
3015,2023-10-15,Churned
3016,2024-07-23,Churned
3017,2024-02-11,Churned
3018,2024-04-09,Churned
3019,2023-09-15,Churned
3020,2024-05-03,Churned
3021,2023-01-30,Churned
3022,2024-08-11,Churned
3023,2024-06-09,Churned
3024,2024-10-31,Churned
3025,2023-01-02,Churned
3026,2023-08-11,Churned
3027,2024-12-31,Active
3028,2024-08-26,Churned
3029,2024-09-04,Churned
3030,2024-12-25,Active
3031,2024-04-03,Churned
3032,2023-10-29,Churned
3033,2023-08-26,Churned
3034,2024-12-23,Active
3035,2024-07-03,Churned
3036,2024-10-25,Churned
3037,2024-11-29,Active
3038,2024-09-15,Churned
3039,2024-08-23,Churned
3040,2024-11-24,Active
3041,2024-05-16,Churned
3042,2024-01-16,Churned
3043,2024-05-29,Churned
3044,2024-07-28,Churned
3045,2023-08-24,Churned
3046,2024-12-22,Active
3047,2024-10-12,Churned
3048,2024-11-09,Active
3049,2023-07-22,Churned
3050,2023-05-06,Churned
3051,2023-11-19,Churned
3052,2023-11-29,Churned
3053,2024-12-17,Active
3054,2023-11-26,Churned
3055,2024-04-01,Churned
3056,2024-12-08,Active
3057,2024-09-22,Churned
3058,2024-12-17,Active
3059,2024-03-05,Churned
3061,2024-09-13,Churned
3062,2024-11-26,Active
3063,2024-02-01,Churned
3064,2024-07-08,Churned
3065,2024-08-13,Churned
3066,2024-06-05,Churned
3067,2024-07-26,Churned
3068,2024-11-07,Active
3069,2024-07-11,Churned
3070,2024-08-06,Churned
3071,2024-12-14,Active
3072,2024-05-31,Churned
3073,2024-12-04,Active
3074,2024-05-01,Churned
3075,2024-07-31,Churned
3076,2024-06-17,Churned
3077,2024-05-01,Churned
3078,2024-12-16,Active
3079,2023-11-23,Churned
3080,2024-12-06,Active
3081,2024-08-17,Churned
3082,2024-08-03,Churned
3083,2024-10-26,Churned
3084,2023-02-02,Churned
3085,2024-12-15,Active
3086,2024-06-20,Churned
3087,2024-07-05,Churned
3088,2024-08-28,Churned
3089,2024-04-26,Churned
3090,2024-03-06,Churned
3091,2024-09-06,Churned
3092,2024-07-24,Churned
3093,2024-09-28,Churned
3094,2024-07-24,Churned
3095,2024-05-06,Churned
3096,2024-08-20,Churned
3097,2024-11-10,Active
3098,2024-09-10,Churned
3099,2024-03-07,Churned
3100,2023-11-01,Churned
3101,2023-01-21,Churned
3102,2024-08-17,Churned
3103,2024-11-08,Active
3105,2024-02-08,Churned
3106,2023-03-28,Churned
3107,2024-12-19,Active
3108,2024-06-18,Churned
3109,2024-10-22,Churned
3110,2023-02-21,Churned
3111,2024-09-04,Churned
3112,2024-07-21,Churned
3113,2024-07-28,Churned
3114,2024-10-06,Churned
3115,2024-09-21,Churned
3117,2024-04-16,Churned
3118,2024-06-06,Churned
3119,2023-10-16,Churned
3120,2024-09-24,Churned
3121,2023-08-30,Churned
3122,2023-07-26,Churned
3123,2024-08-20,Churned
3124,2024-07-26,Churned
3125,2024-02-26,Churned
3126,2024-06-23,Churned
3127,2024-07-11,Churned
3128,2023-07-19,Churned
3129,2024-09-09,Churned
3130,2024-04-09,Churned
3132,2024-12-09,Active
3133,2024-02-12,Churned
3134,2024-10-19,Churned
3135,2024-03-22,Churned
3137,2024-01-18,Churned
3139,2023-09-04,Churned
3140,2023-12-21,Churned
